"nest_code";"nestmix";"epy3";"CODESTART";"CODEEND";"HATCH.DAY";"END.DAY";"year";"ring";"sex";"average_31_before";"min_31_period";"max_31_period";"X60_after";"min_60";"max_60";"average_preciti_31";"XX_NA";"box";"id";"xf";"boxor";"fring";"hlf";"gs1";"mring";"hlm";"fage";"mage";"gs2";"idor";"xfblock";"eblock";"code";"ring.1";"exp";"mani";"treatment";"exp.1";"epy3.1";"sex.1";"mass2";"mass11";"mass12";"mass14";"rtars14";"pha";"pha.1";"PHA";"X";"TEMP_BROOD";"PRCP_BROOD"
"AN23A2016";"WPO";0;2016141;2016154;50;64;2016;"1EX28296";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AN23A";NA;NA;"AN23A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests ";NA;"WPY";"M";2.1;NA;NA;NA;"17.28";NA;NA;NA;NA;15.0714285714286;0.1
"GR61A2016";"WPO";0;2016145;2016154;54;68;2016;"1EX30226";"F";NA;NA;NA;NA;NA;NA;NA;NA;"GR61A";NA;NA;"GR61A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"F";1.7;NA;NA;NA;"17.29";NA;NA;NA;NA;15.84;0.1
"RO20A2015";"WPO";0;2015151;2015165;NA;NA;2015;"1EX14564";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RO20A";NA;NA;"RO20A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX14680";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;2.5;NA;NA;11;"17.3";NA;NA;NA;NA;12.4933333333333;5.7
"FA18A2015";"WPO";0;2015148;2015162;NA;NA;2015;"1EX14544";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FA18";NA;NA;"FA18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";"1EX14899";"non-exp";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.6;NA;NA;11.1;"17.3";NA;NA;NA;NA;11.58;10.6
"BS262012";"WPO";0;2012140;2012154;50;64;2012;"1ET42228";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"BS26";"120034";1;"TU73B";NA;NA;NA;NA;NA;NA;NA;NA;120240;121122;121122;"HG";"1ET42228";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;1.7;NA;NA;11.1;"17.3";NA;NA;NA;NA;12.16;3.6
"FO02D2015";"WPO";0;2015150;2015164;NA;NA;2015;"1EX14605";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FO02D";NA;NA;"FO02D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"H";"1EX14726";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.5;"9.8";NA;11.2;"17.3";NA;NA;NA;NA;12.06;15.3
"FK16D2015";"WPO";0;2015149;2015163;NA;NA;2015;"1EX14515";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK16D";NA;NA;"FK16D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"FB";"1EX14765";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.4;"11.6";NA;11.3;"17.3";NA;NA;NA;NA;11.7733333333333;9.6
"AN02A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96771";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"AN02";NA;NA;"AN02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28196";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.4;NA;NA;11.3;"17.3";NA;NA;NA;NA;10.9;11
"FA36A2015";"WPO";0;2015151;2015165;NA;NA;2015;"1EX14548";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FA36";NA;NA;"FA36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";"1EX14706";"non-exp";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.6;NA;NA;11.5;"17.3";NA;NA;NA;NA;12.4933333333333;5.7
"RS37A2015";"WPO";0;2015153;2015167;NA;NA;2015;"1EX14596";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RS37";NA;NA;"RS37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX14657";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;1.1;"9.8";NA;11.6;"17.3";NA;NA;NA;NA;12.6666666666667;5.7
"OL04A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96698";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"OL04A";NA;NA;"OL04A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28159";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;2.5;"11.1";NA;11.6;"17.3";NA;NA;NA;NA;10.9;11
"FA23B2014";"WPO";0;2014140;2014154;50;64;2014;"1EX15309";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FA23B";NA;NA;"FA23B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"1EX28500";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";2.3;NA;NA;11.6;"17.3";NA;NA;NA;NA;13.4733333333333;9.6
"FK06A2015";"WPO";0;2015148;2015162;NA;NA;2015;"1EX14382";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK06A";NA;NA;"FK06A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX14893";"non-exp";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.9;"11.1";NA;11.8;"17.3";NA;NA;NA;NA;11.58;10.6
"AN25B2014";"WPO";0;2014143;2014157;53;67;2014;"1EX15558";"F";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"AN25B";NA;NA;"AN25B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"D";"1EX28402";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"F";1.6;NA;NA;11.8;"17.3";NA;NA;NA;NA;13.12;12
"FO272014";"WPO";0;2014138;2014152;48;62;2014;"1EX15067";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO27";NA;NA;"FO27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28536";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";1.1;"9.9";NA;11.9;"17.3";NA;NA;NA;NA;13.54;13.3
"FK14D2015";"WPO";0;2015146;2015160;NA;NA;2015;"1EX14317";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK14D";NA;NA;"FK14D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"F";"1EX14987";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;2;"11";NA;11.9;"17.3";NA;NA;NA;NA;11.3133333333333;10.6
"FKII00A2015";"WPO";0;2015143;2015157;NA;NA;2015;"1EX15441";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FKII00";NA;NA;"FKII00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28130";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;2.2;NA;NA;11.9;"17.3";NA;NA;NA;NA;11.0866666666667;10.6
"FA402014";"WPO";0;2014146;2014160;56;70;2014;"1EX15713";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FA40";NA;NA;"FP01C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G!";"1EX28307";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";1.8;NA;NA;11.9;"17.3";NA;NA;NA;NA;12.8;12
"FP48B2012";"WPO";0;2012146;2012160;56;70;2012;"1ET42824";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"FP48B";"120100";0;"FP48B";NA;NA;NA;NA;NA;NA;NA;NA;120100;120027;120027;"HAC";"1ET42824";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;0.9;NA;NA;12;"17.3";NA;NA;NA;NA;10.6933333333333;6.6
"BJ4B2012";"WPO";0;2012145;2012159;55;69;2012;"1ET42760";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"BJ4B";"120024";0;"BJ4B";NA;NA;NA;NA;NA;NA;NA;NA;120024;121112;121112;"AF";"1ET42760";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;2.8;NA;NA;12.1;"17.3";NA;NA;NA;NA;10.8133333333333;3.6
"FKIII72012";"WPO";0;2012143;2012157;53;67;2012;"1ET41595";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"FKIII7";"120073";0;"FKIII7";NA;NA;NA;NA;NA;NA;NA;NA;120073;120024;120024;"HF";"1ET41595";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;2.2;NA;NA;13;"17.3";NA;NA;NA;NA;11.6133333333333;3.6
"FK17D2016";"WPO";0;2016138;2016154;47;61;2016;"1EX14936";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FK17D";NA;NA;"FK17D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";2.7;"9.3";NA;NA;"17.3";NA;NA;NA;NA;14.0647058823529;0.1
"RW30A2015";"WPO";0;2015143;2015157;NA;NA;2015;"1ET98296";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RW30A";NA;NA;"RW30A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28083";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;3;"9.5";NA;NA;"17.3";NA;NA;NA;NA;11.0866666666667;10.6
"AN06B2014";"WPO";0;2014145;2014159;55;69;2014;"1EX15676";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"AN06B";NA;NA;"AN06B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX28343";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";2.1;NA;NA;NA;"17.3";NA;NA;NA;NA;12.6933333333333;12
"RO20A2015";"WPO";0;2015151;2015165;NA;NA;2015;"1EX14570";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RO20A";NA;NA;"RO20A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AB";"1EX14681";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;2.3;NA;NA;NA;"17.3";NA;NA;NA;NA;12.4933333333333;5.7
"FO04A2014";"WPO";0;2014144;2014158;54;68;2014;"1EX15592";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO04A";NA;NA;"FO04A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"D";"1EX28359";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";1.5;NA;NA;NA;"17.3";NA;NA;NA;NA;12.7733333333333;12
"RN8A2016";"WPO";0;2016139;2016154;48;62;2016;"1EX30468";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RN8A";NA;NA;"RN8A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";"WPY";"M";2.4;NA;11.13;11.6;"17.32";NA;NA;NA;NA;14.40625;0.1
"FA6A2016";"WPO";0;2016146;2016154;55;69;2016;"1EX30245";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FA6A";NA;NA;"FA6A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;"WPY";"M";2.6;NA;NA;NA;"17.32";NA;NA;NA;NA;15.8;0.1
"RN1A2016";"WPO";0;2016142;2016154;51;65;2016;"1EX28318";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RN1A";NA;NA;"RN1A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";"WPY";"M";1.93;NA;NA;NA;"17.32";NA;NA;NA;NA;15.4;0.1
"GR49A2016";"WPO";0;2016139;2016154;48;62;2016;"1EX14059";"M";NA;NA;NA;NA;NA;NA;NA;NA;"GR49A";NA;NA;"GR49A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";2.4;NA;NA;11.5;"17.33";NA;NA;NA;NA;14.40625;0.1
"FP48B2016";"WPO";0;2016143;2016154;52;66;2016;"1EX28376";"F";NA;NA;NA;NA;NA;NA;NA;NA;"FP48B";NA;NA;"FP48B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"minus 2";"experimental nests";NA;"WPY";"F";2.2;NA;NA;11.5;"17.34";NA;NA;NA;NA;15.6666666666667;0.1
"FA6A2016";"WPO";0;2016146;2016154;55;69;2016;"1EX30242";"F";NA;NA;NA;NA;NA;NA;NA;NA;"FA6A";NA;NA;"FA6A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;"WPY";"F";2.1;NA;NA;NA;"17.34";NA;NA;NA;NA;15.8;0.1
"RN43A2016";"WPO";0;2016141;2016154;50;64;2016;"1EX28305";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RN43A";NA;NA;"RN43A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";"WPY";"M";1.95;NA;11.42;11.4;"17.35";NA;NA;NA;NA;15.0714285714286;0.1
"RO5B2016";"WPO";0;2016138;2016154;47;61;2016;"1EX30455";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RO5B";NA;NA;"RO5B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests";NA;"WPY";"M";2.7;"9.4";NA;NA;"17.35";NA;NA;NA;NA;14.0647058823529;0.1
"FP11A2016";"WPO";0;2016142;2016154;51;65;2016;"1EX28444";"F";NA;NA;NA;NA;NA;NA;NA;NA;"FP11A";NA;NA;"FP11A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"F";2.2;NA;NA;NA;"17.36";NA;NA;NA;NA;15.4;0.1
"RO04A2015";"WPO";0;2015151;2015165;NA;NA;2015;"1EX14555";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RO04A";NA;NA;"RO04A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX14689";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;1.7;"11";NA;11.2;"17.4";NA;NA;NA;NA;12.4933333333333;5.7
"RE41D2012";"WPO";0;2012146;2012160;56;70;2012;"1ET42796";"M";4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RE41D";"120172";0;"RE41D";NA;NA;NA;NA;NA;NA;NA;NA;120172;120028;120028;"ABF";"1ET42796";"bs";"+3";"experimental nests";"enlarged";"WPY";"M";1.1;NA;NA;11.2;"17.4";NA;NA;NA;NA;10.6933333333333;6.6
"FK43B2014";"WPO";0;2014136;2014150;46;60;2014;"1EX15090";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FK43B";NA;NA;"FK43B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28665";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";2.5;NA;NA;11.2;"17.4";NA;NA;NA;NA;13.4;13.3
"BS62A2015";"WPO";0;2015151;2015165;NA;NA;2015;"1EX14571";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"BS62A";NA;NA;"BS62A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"1EX14712";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.1;NA;NA;11.5;"17.4";NA;NA;NA;NA;12.4933333333333;5.7
"BO03A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1EX14305";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"BO03A";NA;NA;"BO03A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX28178";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.4;NA;NA;11.5;"17.4";NA;NA;NA;NA;10.9;11
"BO52010";"WPO";0;2010143;2010157;53;67;2010;"1EP48638";NA;4.840322581;0;17.2;11.25916667;0;36.2;4.616129032;10.42;"BO5";"100019";0;"BO5";"1EP48126";1.024831;0.011565842;"1EP48665";0.8052244;"OLDER";"OLDER";0.011565842;100019;100003;100003;"B";"1EP48638";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;2;"11.4";12;11.6;"17.4";NA;NA;NA;NA;12.0466666666667;13
"FK06A2015";"WPO";0;2015148;2015162;NA;NA;2015;"1EX14377";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK06A";NA;NA;"FK06A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"F";"1EX14891";"non-exp";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.2;NA;NA;11.6;"17.4";NA;NA;NA;NA;11.58;10.6
"AN282012";"WPO";0;2012143;2012157;53;67;2012;"1ET41589";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"AN28";"120007";1;"BJ9";NA;NA;NA;NA;NA;NA;NA;NA;120026;120023;120023;"A";"1ET41589";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;1.9;NA;NA;11.6;"17.4";NA;NA;NA;NA;11.6133333333333;3.6
"RN512012";"WPO";0;2012144;2012158;54;68;2012;"1ET42728";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RN51";"120189";1;"RN18";NA;NA;NA;NA;NA;NA;NA;NA;120183;121116;121116;"E";"1ET42728";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.6;NA;NA;11.6;"17.4";NA;NA;NA;NA;11.1666666666667;3.6
"RN262012";"WPO";0;2012145;2012159;55;69;2012;"1ET42666";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RN26";"120184";1;"RN11";NA;NA;NA;NA;NA;NA;NA;NA;120181;120029;120029;"F";"1ET42666";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.3;NA;NA;11.7;"17.4";NA;NA;NA;NA;10.8133333333333;3.6
"RS15A2015";"WPO";0;2015143;2015157;NA;NA;2015;"1EX15493";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RS15A";NA;NA;"RS15A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"1EX28102";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.8;"11.8";NA;11.8;"17.4";NA;NA;NA;NA;11.0866666666667;10.6
"RO15C2012";"WPO";0;2012145;2012159;55;69;2012;"1ET42669";"M";4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RO15C";"120195";0;"RO15C";NA;NA;NA;NA;NA;NA;NA;NA;120195;121110;121110;"HABC";"1ET42669";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";"M";2.3;NA;NA;12;"17.4";NA;NA;NA;NA;10.8133333333333;3.6
"BS262012";"WPO";0;2012140;2012154;50;64;2012;"1ET42227";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"BS26";"120034";1;"TU73B";NA;NA;NA;NA;NA;NA;NA;NA;120240;121122;121122;"HA";"1ET42227";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;1.8;NA;NA;12.1;"17.4";NA;NA;NA;NA;12.16;3.6
"FA82012";"WPO";0;2012144;2012158;54;68;2012;"1ER02932";"M";4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"FA8";"120056";1;"FA36B";NA;NA;NA;NA;NA;NA;NA;NA;120054;121124;121124;"HB";"1ER02932";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";"M";1.7;NA;NA;12.3;"17.4";NA;NA;NA;NA;11.1666666666667;3.6
"AN282012";"WPO";0;2012143;2012157;53;67;2012;"1ET41587";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"AN28";"120007";1;"BJ9";NA;NA;NA;NA;NA;NA;NA;NA;120026;120023;120023;"B";"1ET41587";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;2.1;NA;NA;12.4;"17.4";NA;NA;NA;NA;11.6133333333333;3.6
"OJ1312012";"WPO";0;2012147;2012161;57;71;2012;"1ET42872";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"OJ131";"120134";0;"OJ131";NA;NA;NA;NA;NA;NA;NA;NA;120134;121115;121115;"C";"1ET42872";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.7;NA;NA;12.7;"17.4";NA;NA;NA;NA;10.7533333333333;6.6
"FO362014";"WPO";0;2014150;2014164;60;74;2014;"1EX15754";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO36";NA;NA;"FO36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";"1EX28267";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";1.9;NA;NA;NA;"17.4";NA;NA;NA;NA;13.9666666666667;26
"OJ188B2014";"WPO";0;2014133;2014147;43;57;2014;"1EX15110";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"OJ188B";NA;NA;"OJ188B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28688";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";1.4;"9.3";NA;NA;"17.4";NA;NA;NA;NA;13.2333333333333;11.3
"FO362014";"WPO";0;2014150;2014164;60;74;2014;"1EX15756";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO36";NA;NA;"FO36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX28266";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";1.5;NA;NA;NA;"17.4";NA;NA;NA;NA;13.9666666666667;26
"AN02A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96772";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"AN02";NA;NA;"AN02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28195";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.2;"9.1";NA;NA;"17.4";NA;NA;NA;NA;10.9;11
"AL.11A2016";"WPO";0;2016138;2016154;47;61;2016;"1EX14928";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AL.11A";NA;NA;"AL.11A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;"WPY";"M";2.4;NA;NA;NA;"17.4";NA;NA;NA;NA;14.0647058823529;0.1
"FA182014";"WPO";0;2014147;2014161;57;71;2014;"1EX15742";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FA18";NA;NA;"FA18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX28276";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";2.1;NA;NA;NA;"17.4";NA;NA;NA;NA;12.7533333333333;12
"FO362014";"WPO";0;2014150;2014164;60;74;2014;"1EX15760";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO36";NA;NA;"FO36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX28265";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";1.9;NA;NA;NA;"17.4";NA;NA;NA;NA;13.9666666666667;26
"FK16D2015";"WPO";0;2015149;2015163;NA;NA;2015;"1EX14516";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK16D";NA;NA;"FK16D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX14764";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;1.7;NA;NA;NA;"17.4";NA;NA;NA;NA;11.7733333333333;9.6
"AN1A2016";"WPO";0;2016143;2016154;52;66;2016;"1EX28363";"F";NA;NA;NA;NA;NA;NA;NA;NA;"AN1A";NA;NA;"AN1A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;"WPY";"F";1.4;NA;NA;NA;"17.44";NA;NA;NA;NA;15.6666666666667;0.1
"GR61A2016";"WPO";0;2016145;2016154;54;68;2016;"1EX30225";"M";NA;NA;NA;NA;NA;NA;NA;NA;"GR61A";NA;NA;"GR61A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";2;NA;NA;11.1;"17.45";NA;NA;NA;NA;15.84;0.1
"AN1A2016";"WPO";0;2016143;2016154;52;66;2016;"1EX28362";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AN1A";NA;NA;"AN1A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;"WPY";"M";0.9;NA;NA;NA;"17.46";NA;NA;NA;NA;15.6666666666667;0.1
"FO36A2016";"WPO";0;2016141;2016154;50;64;2016;"1EX28416";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FO36A";NA;NA;"FO36A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";2.8;NA;NA;11.4;"17.49";NA;NA;NA;NA;15.0714285714286;0.1
"RW30A2015";"WPO";0;2015143;2015157;NA;NA;2015;"1ET96628";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RW30A";NA;NA;"RW30A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28080";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;2.7;"8.2";NA;9.3;"17.5";NA;NA;NA;NA;11.0866666666667;10.6
"RN512012";"WPO";0;2012144;2012158;54;68;2012;"1ET42726";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RN51";"120189";0;"RN51";NA;NA;NA;NA;NA;NA;NA;NA;120189;121116;121116;"HAC";"1ET42726";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.4;NA;NA;11.3;"17.5";NA;NA;NA;NA;11.1666666666667;3.6
"BO102015";"WPO";0;2015145;2015159;NA;NA;2015;"1EX14390";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"BO10";NA;NA;"BO10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX28010";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.2;"11";NA;11.4;"17.5";NA;NA;NA;NA;11.3533333333333;10.6
